   320	-18	-20.010	27.800	0.516
   321	-18	-19.990	-15.514	0.508
   322	-20	-19.990	8.916	0.509
   323	-20	-19.991	-2.965	0.510
   324	-20	-19.991	-15.678	0.512
   325	-20	-19.991	22.427	0.519
   326	-19	-19.981	-19.546	0.514
   327	-18	-19.961	1.563	0.514
   328	-21	-19.971	35.669	0.506
   329	-19	-19.962	0.284	0.512
   330	-20	-19.962	40.822	0.505
   331	-20	-19.962	-6.014	0.512
   332	-21	-19.973	-15.930	0.508
   333	-21	-19.983	3.700	0.514
   334	-19	-19.973	5.959	0.512
   335	-21	-19.984	4.898	0.512
   336	-21	-19.994	19.759	0.509
   337	-19	-19.984	18.033	0.505
   338	-17	-19.954	21.135	0.514
   339	-20	-19.954	0.506	0.506
   340	-21	-19.965	12.176	0.514
   341	-18	-19.945	26.437	0.511
   342	-21	-19.956	28.617	0.506
   343	-19	-19.946	15.220	0.506
   344	-21	-19.957	16.060	0.504
   345	-21	-19.967	8.445	0.505
   346	-21	-19.977	-1.217	0.502
   347	-20	-19.978	11.130	0.511
   348	-21	-19.988	9.851	0.509
   349	-21	-19.998	-6.923	0.510
   350	-20	-19.998	24.654	0.505
   351	-18	-19.978	14.257	0.513
   352	-19	-19.968	18.634	0.509
   353	-18	-19.949	-2.074	0.509
   354	-20	-19.949	23.752	0.512
   355	-21	-19.960	0.398	0.508
   356	-21	-19.970	-13.283	0.506
   357	-19	-19.960	-1.038	0.512
   358	-17	-19.931	12.802	0.504
   359	-19	-19.921	20.885	0.514
   360	-20	-19.922	4.223	0.512
   361	-19	-19.913	10.911	0.503
   362	-20	-19.914	-50.553	0.507
   363	-21	-19.925	-6.584	0.505
   364	-20	-19.925	-9.803	0.509
   365	-20	-19.926	-56.888	0.507
   366	-21	-19.937	23.363	0.506
   367	-20	-19.938	-4.093	0.502
   368	-17	-19.908	48.521	0.510
   369	-21	-19.919	0.207	0.514
   370	-20	-19.920	17.914	0.510
   371	-20	-19.921	25.783	0.513
   372	-21	-19.932	45.897	0.507
   373	-20	-19.932	9.049	0.505
   374	-20	-19.933	32.335	0.511
   375	-21	-19.944	5.270	0.509
   376	-20	-19.944	39.097	0.506
   377	-21	-19.955	-23.490	0.501
   378	-21	-19.965	14.471	0.511
   379	-20	-19.965	18.888	0.517
   380	-20	-19.966	35.428	0.507
   381	-18	-19.946	53.597	0.511
   382	-20	-19.947	0.850	0.506
   383	-19	-19.937	-32.337	0.515
   384	-21	-19.948	25.786	0.504
   385	-19	-19.938	42.441	0.510
   386	-20	-19.939	43.320	0.505
   387	-21	-19.950	1.318	0.521
   388	-20	-19.950	8.463	0.511
   389	-18	-19.931	18.970	0.520
   390	-19	-19.921	43.381	0.512
   391	-20	-19.922	15.234	0.509
   392	-20	-19.923	28.956	0.507
   393	-21	-19.934	10.488	0.508
   394	-18	-19.914	3.797	0.514
   395	-21	-19.925	-17.900	0.510
   396	-20	-19.926	-10.254	0.510
   397	-21	-19.937	25.654	0.508
   398	-20	-19.937	0.939	0.508
   399	-19	-19.928	30.835	0.510
   400	-21	-19.939	-7.578	0.508
   401	-20	-19.939	1.435	0.504
   402	-18	-19.920	-19.062	0.512
   403	-17	-19.891	33.294	0.511
   404	-21	-19.902	19.179	0.503
   405	-21	-19.913	40.986	0.514
   406	-21	-19.924	8.460	0.508
   407	-16	-19.884	38.094	0.505
   408	-18	-19.866	21.561	0.513
   409	-21	-19.877	1.979	0.522
   410	-19	-19.868	-22.964	0.505
   411	-21	-19.879	-8.226	0.512
   412	-19	-19.871	16.553	0.509
   413	-17	-19.842	16.310	0.508
   414	-17	-19.814	51.140	0.507
   415	-19	-19.805	1.045	0.513
   416	-18	-19.787	4.885	0.509
   417	-20	-19.789	14.264	0.503
   418	-19	-19.782	39.107	0.512
   419	-19	-19.774	-6.460	0.509
   420	-19	-19.766	30.185	0.511
   421	-19	-19.758	23.753	0.509
   422	-21	-19.771	44.272	0.509
   423	-20	-19.773	30.539	0.503
   424	-19	-19.765	-0.072	0.512
   425	-21	-19.778	29.728	0.511
   426	-19	-19.770	-19.598	0.509
   427	-21	-19.782	-30.747	0.507
   428	-20	-19.784	6.324	0.515
   429	-19	-19.777	-34.951	0.512
   430	-20	-19.779	40.966	0.510
   431	-18	-19.761	5.032	0.505
   432	-18	-19.743	26.804	0.520
   433	-21	-19.756	19.871	0.504
   434	-20	-19.758	13.738	0.513
   435	-19	-19.751	23.063	0.508
   436	-21	-19.763	-34.969	0.505
   437	-19	-19.756	17.991	0.511
   438	-21	-19.768	-9.069	0.520
   439	-21	-19.780	2.736	0.508
   440	-20	-19.783	45.398	0.508
   441	-20	-19.785	-1.690	0.506
   442	-18	-19.767	23.046	0.514
   443	-19	-19.759	-30.194	0.510
   444	-18	-19.742	-0.059	0.509
   445	-20	-19.744	-20.575	0.507
   446	-18	-19.727	23.754	0.506
   447	-18	-19.710	24.790	0.505
   448	-18	-19.692	23.810	0.510
   449	-20	-19.696	-27.940	0.509
   450	-20	-19.699	11.054	0.509
   451	-16	-19.662	9.288	0.505
   452	-21	-19.675	-10.050	0.503
   453	-21	-19.688	16.555	0.503
   454	-19	-19.681	4.813	0.506
   455	-20	-19.685	-16.252	0.511
   456	-19	-19.678	17.184	0.511
   457	-19	-19.671	11.946	0.506
   458	-21	-19.684	17.682	0.511
   459	-18	-19.667	4.077	0.508
   460	-19	-19.661	41.741	0.508
   461	-20	-19.664	24.383	0.509
   462	-20	-19.667	9.670	0.514
   463	-20	-19.671	-47.727	0.507
   464	-20	-19.674	-6.858	0.504
   465	-20	-19.677	-19.856	0.511
   466	-19	-19.671	8.135	0.508
   467	-21	-19.684	21.231	0.505
   468	-21	-19.697	15.919	0.511
   469	-21	-19.710	-34.612	0.508
   470	-19	-19.703	13.254	0.509
   471	-19	-19.696	26.203	0.510
   472	-21	-19.709	26.960	0.509
   473	-18	-19.692	37.854	0.511
   474	-19	-19.685	22.724	0.508
   475	-19	-19.678	51.272	0.515
   476	-20	-19.681	-16.305	0.512
   477	-19	-19.674	34.724	0.508
   478	-20	-19.678	17.335	0.513
   479	-19	-19.671	-11.364	0.508
   480	-18	-19.654	-42.002	0.505
   481	-20	-19.658	1.395	0.508
   482	-20	-19.661	10.630	0.509
   483	-14	-19.605	15.187	0.507
   484	-21	-19.618	-3.324	0.505
   485	-20	-19.622	-6.073	0.506
   486	-19	-19.616	7.456	0.504
   487	-17	-19.590	-22.999	0.510
   488	-19	-19.584	19.745	0.506
   489	-19	-19.578	-10.191	0.513
   490	-20	-19.582	-30.758	0.510
   491	-21	-19.597	7.396	0.509
   492	-19	-19.591	14.156	0.505
   493	-18	-19.575	28.032	0.512
   494	-19	-19.569	-9.815	0.504
   495	-19	-19.563	-20.644	0.507
   496	-18	-19.548	2.356	0.510
   497	-18	-19.532	7.088	0.508
   498	-15	-19.487	25.100	0.508
   499	-21	-19.502	15.558	0.516
   500	-18	-19.487	19.464	0.509
   501	-21	-19.502	25.626	0.503
   502	-18	-19.487	17.905	0.507
   503	-18	-19.472	11.915	0.507
   504	-19	-19.467	29.591	0.504
   505	-19	-19.463	-3.185	0.508
   506	-19	-19.458	37.296	0.508
   507	-20	-19.464	-32.959	0.504
   508	-21	-19.479	25.848	0.509
   509	-19	-19.474	82.802	0.509
   510	-13	-19.409	-1.859	0.510
   511	-20	-19.415	-29.401	0.506
   512	-20	-19.421	-9.072	0.508
   513	-19	-19.417	-0.155	0.513
   514	-20	-19.423	0.899	0.513
   515	-20	-19.429	-1.450	0.505
   516	-20	-19.434	11.245	0.507
   517	-19	-19.430	16.402	0.508
   518	-18	-19.416	50.054	0.513
   519	-17	-19.391	21.604	0.506
   520	-21	-19.408	43.886	0.504
   521	-20	-19.413	8.590	0.518
   522	-16	-19.379	31.695	0.514
   523	-18	-19.366	-22.155	0.504
   524	-18	-19.352	51.357	0.508
   525	-18	-19.338	-0.345	0.505
   526	-19	-19.335	12.588	0.511
   527	-18	-19.322	60.101	0.502
   528	-21	-19.338	10.888	0.507
   529	-19	-19.335	28.380	0.509
   530	-20	-19.342	24.240	0.509
   531	-18	-19.328	22.597	0.512
   532	-17	-19.305	-12.153	0.506
   533	-21	-19.322	4.338	0.512
   534	-17	-19.299	74.928	0.508
   535	-20	-19.306	-26.216	0.507
   536	-20	-19.313	7.754	0.510
   537	-21	-19.330	31.341	0.511
   538	-21	-19.346	1.992	0.514
   539	-19	-19.343	27.075	0.504
   540	-21	-19.359	-56.922	0.503
   541	-20	-19.366	62.381	0.507
   542	-19	-19.362	-4.563	0.507
   543	-20	-19.368	7.323	0.510
   544	-17	-19.345	-5.393	0.508
   545	-21	-19.361	13.451	0.507
   546	-21	-19.378	0.003	0.512
   547	-20	-19.384	2.908	0.506
   548	-19	-19.380	34.497	0.513
   549	-20	-19.386	36.724	0.509
   550	-18	-19.372	10.118	0.512
   551	-20	-19.379	12.956	0.506
   552	-19	-19.375	13.127	0.505
   553	-19	-19.371	-28.748	0.511
   554	-20	-19.377	19.908	0.504
   555	-19	-19.374	35.337	0.505
   556	-17	-19.350	-15.427	0.507
   557	-21	-19.366	-5.368	0.505
   558	-20	-19.373	4.684	0.514
   559	-19	-19.369	15.812	0.505
   560	-17	-19.345	-8.564	0.510
   561	-20	-19.352	49.572	0.508
   562	-19	-19.348	30.172	0.513
   563	-15	-19.305	-25.724	0.508
   564	-19	-19.302	13.456	0.508
   565	-16	-19.269	13.860	0.507
   566	-21	-19.286	18.666	0.505
   567	-19	-19.283	42.616	0.508
   568	-20	-19.290	4.986	0.508
   569	-19	-19.288	-14.278	0.510
   570	-18	-19.275	-27.454	0.508
   571	-19	-19.272	-36.385	0.515
   572	-18	-19.259	18.775	0.506
   573	-19	-19.257	15.018	0.507
   574	-21	-19.274	-19.592	0.507
   575	-18	-19.261	-25.476	0.511
   576	-18	-19.249	47.234	0.512
   577	-20	-19.256	51.138	0.506
   578	-19	-19.254	13.428	0.506
   579	-20	-19.261	14.220	0.506
   580	-20	-19.269	43.161	0.510
   581	-20	-19.276	2.118	0.509
   582	-18	-19.263	25.524	0.512
   583	-21	-19.280	21.670	0.514
   584	-19	-19.278	46.591	0.507
   585	-20	-19.285	29.092	0.508
   586	-18	-19.272	4.987	0.507
   587	-16	-19.239	3.546	0.507
   588	-20	-19.247	21.474	0.511
   589	-21	-19.264	54.339	0.509
   590	-19	-19.262	-7.363	0.507
   591	-17	-19.239	23.900	0.508
   592	-18	-19.227	21.945	0.508
   593	-21	-19.245	14.353	0.509
   594	-20	-19.252	27.160	0.508
   595	-19	-19.250	12.595	0.508
   596	-19	-19.247	55.497	0.508
   597	-21	-19.265	22.413	0.508
   598	-18	-19.252	-11.397	0.509
   599	-19	-19.249	71.803	0.513
   600	-17	-19.227	40.270	0.504
   601	-18	-19.215	-6.411	0.508
   602	-21	-19.233	45.730	0.509
   603	-19	-19.230	24.367	0.509
   604	-21	-19.248	39.257	0.506
   605	-21	-19.265	32.145	0.510
   606	-21	-19.283	-50.814	0.508
   607	-17	-19.260	-17.975	0.514
   608	-19	-19.257	22.646	0.507
   609	-20	-19.265	4.992	0.509
   610	-20	-19.272	30.295	0.509
   611	-21	-19.289	-2.371	0.511
   612	-14	-19.236	47.748	0.509
   613	-20	-19.244	46.236	0.521
   614	-20	-19.252	-31.806	0.510
   615	-21	-19.269	2.420	0.502
   616	-20	-19.276	-16.991	0.507
   617	-19	-19.274	1.377	0.512
   618	-20	-19.281	-32.238	0.507
   619	-20	-19.288	-3.262	0.509
   620	-21	-19.305	4.228	0.509
   621	-17	-19.282	30.566	0.507
   622	-20	-19.289	6.946	0.510
   623	-21	-19.307	18.761	0.504
   624	-19	-19.303	-9.530	0.511
   625	-18	-19.290	37.222	0.509
   626	-21	-19.308	38.615	0.507
   627	-21	-19.324	-9.065	0.504
   628	-18	-19.311	43.916	0.506
   629	-18	-19.298	19.042	0.512
   630	-17	-19.275	27.439	0.515
   631	-20	-19.282	11.987	0.509
   632	-21	-19.300	-0.575	0.507
   633	-16	-19.267	54.334	0.509
   634	-18	-19.254	-28.350	0.508
   635	-19	-19.251	18.750	0.512
   636	-17	-19.229	-54.897	0.513
   637	-18	-19.217	39.815	0.504
   638	-19	-19.214	5.523	0.506
   639	-21	-19.232	22.478	0.505
   640	-20	-19.240	21.137	0.508
   641	-17	-19.217	0.671	0.509
   642	-19	-19.215	-4.867	0.509
   643	-19	-19.213	-20.361	0.510
   644	-20	-19.221	42.064	0.512
   645	-17	-19.199	-3.890	0.505
   646	-19	-19.197	22.697	0.505
   647	-19	-19.195	-14.663	0.512
   648	-19	-19.193	-97.060	0.505
   649	-18	-19.181	62.190	0.507
   650	-19	-19.179	15.143	0.507
   651	-20	-19.187	11.948	0.508
   652	-17	-19.166	30.403	0.506
   653	-20	-19.174	-13.159	0.515
   654	-18	-19.162	1.579	0.508
   655	-19	-19.160	-23.890	0.506
   656	-19	-19.159	61.409	0.507
   657	-21	-19.177	-0.941	0.504
   658	-20	-19.186	46.170	0.513
   659	-18	-19.174	-4.025	0.510
   660	-19	-19.172	7.852	0.506
   661	-18	-19.160	41.901	0.508
   662	-20	-19.169	29.684	0.507
   663	-18	-19.157	-0.034	0.507
   664	-20	-19.165	16.621	0.509
   665	-19	-19.164	0.437	0.508
   666	-20	-19.172	-29.010	0.507
   667	-19	-19.170	5.635	0.514
   668	-21	-19.189	9.427	0.511
   669	-20	-19.197	25.479	0.509
   670	-21	-19.215	-10.516	0.506
   671	-16	-19.183	17.150	0.512
   672	-19	-19.181	30.391	0.508
   673	-19	-19.179	-46.935	0.507
   674	-19	-19.177	-25.692	0.510
   675	-17	-19.155	-34.052	0.508
   676	-20	-19.164	-4.929	0.504
   677	-20	-19.172	-2.025	0.510
   678	-19	-19.171	24.990	0.516
   679	-17	-19.149	-0.730	0.511
   680	-20	-19.157	18.466	0.512
   681	-20	-19.166	-49.688	0.512
   682	-20	-19.174	38.099	0.506
   683	-21	-19.192	13.282	0.507
   684	-20	-19.200	3.675	0.509
   685	-17	-19.178	9.250	0.509
   686	-18	-19.167	-6.044	0.506
   687	-20	-19.175	7.982	0.507
   688	-18	-19.163	14.924	0.510
   689	-21	-19.182	-10.079	0.512
   690	-20	-19.190	-28.524	0.504
   691	-21	-19.208	27.069	0.507
   692	-20	-19.216	-23.184	0.507
   693	-18	-19.204	26.603	0.511
   694	-20	-19.212	-3.300	0.511
   695	-17	-19.189	69.816	0.507
   696	-18	-19.178	35.164	0.511
   697	-18	-19.166	21.531	0.510
   698	-20	-19.174	-33.974	0.510
   699	-21	-19.192	1.619	0.508
   700	-18	-19.181	15.633	0.515
   701	-18	-19.169	-7.872	0.507
   702	-19	-19.167	11.618	0.512
   703	-19	-19.165	63.364	0.512
   704	-18	-19.154	2.521	0.510
   705	-18	-19.142	44.158	0.511
   706	-19	-19.141	6.375	0.508
   707	-17	-19.119	45.133	0.511
   708	-17	-19.098	21.074	0.513
   709	-21	-19.117	6.507	0.506
   710	-18	-19.106	7.530	0.510
   711	-19	-19.105	-2.941	0.508
   712	-18	-19.094	50.769	0.510
   713	-19	-19.093	17.009	0.509
   714	-17	-19.072	-6.140	0.517
   715	-17	-19.051	47.959	0.508
   716	-14	-19.001	59.370	0.506
   717	-17	-18.981	54.482	0.510
   718	-16	-18.951	-2.018	0.510
   719	-20	-18.961	0.323	0.507
   720	-19	-18.962	28.460	0.509
   721	-18	-18.952	29.077	0.509
   722	-19	-18.953	-1.951	0.508
   723	-17	-18.933	54.202	0.508
